,Dates,Accor.Hotels,Air.Liquide,Airbus,Alstom,Axa,Bnp.Paribas,Bouygues,Cap.Gemini,Carrefour,Credit.Agricole,Danone,Engie,Essilor.Intl,Kering,Klepierre,Legrand.SA,L.oreal,Lvmh,Michelin,Orange,Pernod.Ricard,Peugeot,Publicis.Groupe,Renault,Safran,Saint.Gobain,Sanofi,Schneider.Electric,Societe.Generale,Solvay,Technip,Total,Unibail.Rodamco,Valeo,Veolia.Environ.,Vinci,Vivendi,Rnd.Market.Index
0,2015-01-05,-0.012959144642504998,-0.0314560644165809,0.00300571311349307,-0.0254370756807756,-0.0378812964363546,-0.0497718313619111,-0.0376698763558658,-0.0133960476150419,-0.0496679171782293,-0.04695698308777099,-0.0259559427476193,-0.0433930510413898,-0.0127178932872818,-0.0230853470891637,-0.0087460001708064,-0.0327438045537298,-0.0239378029166151,-0.0294709192099809,-0.0231271360601877,-0.0391638157677012,-0.0219764671320899,-0.0377629526731726,-0.0201131716288785,-0.0355147340270188,-0.00196078494194074,-0.044038213669245,-0.0291863901533294,-0.0445124210182994,-0.0457123263897885,-0.0408407297077478,-0.0484552628860655,-0.0617128092096717,-0.0080683873864773,-0.0160939830732634,-0.0251694031180838,-0.0346039788752055,-0.0206446260464239,-0.0337038298302605
1,2015-01-06,-0.0211459204148836,-0.00838022277891515,0.0229049353614093,0.000572355257444812,-0.0109350460861988,-0.0265016048368176,-0.00763760004985548,-0.0393690721012838,-0.007994993143877421,-0.0194180858571018,-0.00305343748689024,-0.0100557988268339,-0.0126562701874562,-0.00945094210757258,0.0342604180395893,-0.0187190491012466,0.0,-0.0114784557320755,-0.0114888107063456,-0.0111566795009663,-0.006643046441779711,-0.00275271622054829,-0.00310398593759054,-0.0052029253687218,0.006845992507990229,-0.0160267041537936,0.00327020321412341,0.0013942142376937,-0.0179216266173556,-0.007994399501373371,0.0136502833758869,-0.00150187762899057,0.00142857167152588,-0.0153582409426871,-0.0140649294674038,-0.0109991943006702,-0.0167776566029278,-0.00679937687753984
2,2015-01-07,0.00498339901754807,0.00450543461288433,0.0257137169304049,0.0117559184755507,0.0106631222232045,-0.016844125884433,0.0116068864762124,0.004199481237318279,-0.0010567474300535698,-0.0143176970656098,0.0115915787209531,-0.00933047383733365,0.0143243272881532,0.0165615085890014,0.0244788745789242,-0.00729397836255341,0.005575186342076321,0.000795861562103539,0.00472223099747193,0.016320837049201002,0.0201304046585573,-0.0023508980010102896,0.0072277031214529296,-0.00226303517244375,0.0166251654416736,-0.00272150152855399,0.0105549017777191,0.00625002034517141,-0.0107568645734384,-0.00758297472445513,-0.00400169026005504,0.0224171874132657,0.014174581760094,0.0044831955538118294,0.0077601800366649,0.0362030486639604,0.00201816415623712,0.00713257290015967
3,2015-01-08,0.0198242872031513,0.0412305747097994,0.0335088692877776,0.0179343495448077,0.0405064701760223,0.0319048146944545,0.0295287023601021,0.0280641642517745,0.0444609564936509,0.0240738720109746,0.0284962013757171,0.0354810406905082,0.0367604241655695,0.0304495456022842,-0.00643347615042833,0.0224403191262263,0.0356790665859998,0.0309403963884716,0.0389968576137871,0.04425978714309901,0.0512545425295325,0.0379525520923023,0.0149764541895578,0.0379597635180851,0.0294694540366391,0.0396282467076658,0.0412687919857868,0.040364984603495004,0.028678491190794,0.0405555460859661,0.0210907796788939,0.0378537233813834,0.0366189446521812,0.0503982617585601,0.018451350271858003,0.0344014267173325,0.0229207841910148,0.0352267096601526
4,2015-01-09,-0.000812567758685656,-0.0227068404435693,-0.0148167362756255,-0.00668774552809204,-0.0227162435728654,-0.0341277788198235,-0.00991521441290111,0.0060934514878781,-0.0347807462226957,-0.0230798361438351,-0.0230322216960701,-0.0308049215935617,-0.0207777196589598,-0.00689657905906049,0.0214175130442706,-0.00478355372812622,-0.0144094712201515,-0.0151547489461796,-0.00991035297425569,-0.016681842037281,-0.00961799941891783,0.007850874475738841,-0.0040622940088797,-0.0128336783380671,0.00464296497551464,-0.0155451143234377,-0.0333583129801651,-0.0228658247370035,-0.0113130113969997,-0.0245098974427771,-0.0131033488790804,-0.0319921850457567,-0.0187177343229408,0.008470638883508741,0.0140437314110717,-0.000214730514031203,-0.0027130365636169897,-0.0192250547468866
5,2015-01-12,0.0110483473613354,0.017300093431121998,0.0089386070008115,0.005576222627436071,0.00133493545388363,0.00797965001091416,0.0324029345171768,0.011743131088978,0.0235938096638146,-0.00697909113939144,0.0184311277227036,0.00328767419419185,0.0244125322988573,0.0199321453965151,0.0107344923941466,-0.0007195107637425481,0.0222470603250766,0.0327392999108396,0.0194594971541093,0.0296213476304059,0.0271348689578703,0.0355294211544863,0.0129751588631342,0.00913557360237682,0.000740877974248377,0.004718380915407661,0.0139250310558054,0.0128423529112274,0.0013463985877169,0.0009358915049046961,-0.0404818451128914,0.00522194398115161,0.0155467237383,0.0286393707677224,-0.00648355794498645,0.0227185991851218,0.0059098916162509995,0.0116971945371329
6,2015-01-13,0.0168741132582881,0.0098088084130854,0.0135891170304605,0.0134403201516053,0.0224254220222422,0.0229167602065448,0.0071684894786128205,-0.0108997473837613,0.0377327523687487,0.0358672688789734,0.00478469812333637,0.0189656185874929,0.0073361660157234,0.0222604099478678,0.00260078170005773,-0.0049305613686030396,0.0123436587548742,0.007550054739695609,0.0192175337033502,0.0165406941327566,0.0131432223637438,0.023311078868447,0.00684077081616774,0.0357299005582821,0.0036961786674472,0.0151827734018872,0.0117833256544015,0.0314023488865303,0.0124797340964955,0.0166979760961645,0.0266739841028696,0.0101230076314489,0.0188769650255827,0.0193918139693343,0.0405891704314976,0.0132424645136591,0.0105019893055278,0.0145660625952946
7,2015-01-14,-0.0240011520995433,-0.0132647486584831,-0.00937110655870033,-0.0195758790479359,-0.0192288289966145,-0.0308964102174589,-0.0188452934786727,-0.0105085712803925,0.0222058208798348,-0.005323022488914479,-0.015914473556137,-0.0338460254256323,-0.0105426672666979,-0.0201042409314027,0.009178527367466941,-0.010543635213994,-0.0073878963998899,-0.00188217635086652,-0.0235829087156336,-0.0161932909678937,-0.007680136055777891,-0.0101899909057499,-0.000998170104502982,-0.0291835070577333,-0.004807701568103171,-0.0283613160950607,-0.0144208057538124,-0.0195520892073855,-0.0112844553048532,-0.015762959665258,-0.0251490954509976,-0.0214514679014366,0.000890075715193284,-0.0244135090690651,0.0006572461623379769,-0.0168176523386396,-0.007315321576372821,-0.0157492873811229
8,2015-01-15,0.0305671638704337,0.021527250099167,0.0247250315295187,0.00316544347733805,0.0360446436835655,0.0252705163352904,0.0207914504341584,0.0367996030502402,0.0149142343820565,0.021124165226022996,0.0210417508571639,0.0137857159789578,0.0374032464316976,0.0258176830259416,0.0035966641212557,0.0336619193274168,0.0312851374970347,0.0175541389004623,0.0185202640348168,0.0137980802419388,0.0255747650995612,0.0293599070134705,0.0176528546773014,0.031293726167238994,0.0165444950170959,-0.00478112370501904,0.0274810547520179,0.0313597476208445,0.0148216734365878,0.0317340954042207,0.03139151110897,0.027428772009895998,0.0241716888071037,0.0447501957986152,0.0143511921630903,0.0153664237227926,0.009257069759283091,0.0233932525082956
9,2015-01-16,0.0229032460597645,0.00819479158138847,0.00269789188623415,-0.0119694714971943,0.0210694429328111,-0.00206353589379482,-0.00178383246848091,-0.00115027537126444,0.0385343161990539,0.0192901770741618,0.0157654801092084,0.0100804558818166,0.00688559320830429,-0.00390566817648441,0.0170357539715047,-0.00318565545795479,0.0037574766668067,-0.00631385570104293,0.0149834887892357,0.00784853030726795,0.0222947059384353,0.0214677296241059,0.0256693406293511,0.0203843026328592,0.00636076656181039,0.0014965581961097199,0.0264958137601781,0.0108748872791722,0.0036713456319530397,0.009909991012414741,0.0208754058021126,0.0316742020952288,0.0452066362597021,0.00567315508039545,0.0106298311261126,-0.00843798954082864,0.0009694620245483949,0.0129660754592216
10,2015-01-19,0.007900143025357579,0.00717534769527006,0.0054812324882100895,0.000376222728290188,0.00650978763582755,0.0134983961968245,0.00162179730649648,0.00704516717561798,-0.00880416545357976,-0.000932400999951177,0.00179630010578613,0.009979853564857871,0.000409584277689667,0.00570315218351691,-0.0128133690916563,0.0120985794782076,0.000681663284745504,0.0,0.0142568606248652,-0.0013605444275604,0.0068359641204907,0.0066152391187190894,-0.000956785274712324,0.015137469747228,0.0174198532612913,0.0160217045312656,-0.00263075629333365,0.0112298530876869,0.0218928642424197,0.0129148978337996,-0.0140429831542299,-0.00567426686031558,-0.0106395078951467,0.00130463162666494,0.011785452544808001,0.0140240183415585,-0.00339723694849647,0.00348965451801497
11,2015-01-20,0.00506394296472434,0.0104315787098157,0.00917535509872325,0.0305607633583929,0.006219699115059821,0.0238472431620269,-0.00178412179350129,-0.0019611053842023603,0.0128136477704315,0.0148150857851408,0.0117753367743623,0.00988123943190367,0.009374431806140391,0.000897531847835253,0.0048401572011025394,0.0196538118099365,0.0132003947579031,0.0169933900874328,0.00755480803013686,0.0145297369442488,0.0063061086979843105,0.0100591270236503,0.020684403663549,-0.00219332690152907,-0.007684784490539441,0.0297231014522059,0.00812047688003315,0.0202404543245009,0.0417107433065542,-0.00621395696794291,-0.0119080389159882,0.0118904719812223,-0.00020975354035979198,0.0077922472201663595,0.00347716487533356,-0.00600105267055939,0.00798939003347909,0.0115576745893886
12,2015-01-21,0.0314487417271003,0.00235571369245946,-0.00553782032931105,0.0389961769599103,0.004454350349380579,0.0110406287617177,0.0032414939241705,-0.005248494908616229,0.0235474167388356,0.0155041865359653,0.00812581754293262,-0.00586355624529133,0.00767835657657923,0.0326547619971782,0.0063331433970224,0.00968392643267979,0.00737021761701051,0.00657176516323421,0.0128374667581719,0.00100586764558042,-0.0029055710514143103,0.00347524242030328,0.00280899061105533,0.0201838865632462,-0.0046754266071706895,0.0317754836701356,0.0029817390708828397,0.0272156668228112,0.00985499352921471,0.0057713811696142895,0.0524534395622918,0.0199961218305629,-0.0133039656263634,0.0171017421521427,0.0009462230638175311,0.0132984795760174,-0.0041077742913029295,0.00868900322677568
13,2015-01-22,0.0254921687003447,0.0172619168406358,0.0108338818553917,-0.00351494210744452,0.0190761470608138,0.0231401745214752,0.0309089445255455,0.0298094322100591,-0.0035593559556899,0.0338110498429574,0.0153634306767705,0.0302774213822903,-0.0263092568199959,-0.00347927286324623,0.0115492119772376,0.0257428876931352,0.00299950233219715,0.00326975768155702,0.0319305703197568,0.0238421889627594,-0.00827859610000292,0.0474263303457336,0.0255398497173616,0.037113929242496,0.0215752328895809,0.0498045033222874,0.00692300947757474,0.0128168669567819,0.0365087012724823,0.0110060543078978,0.0251316926878418,0.0137409300484594,0.0247755691626539,0.0312981941397981,0.0242926925690448,-0.0019476199073280602,0.00795856123989713,0.0150440637933702
14,2015-01-23,0.0415899209896868,0.0160590741854572,0.0403739753071077,0.0110304891490993,0.00266118458733366,-0.008130126083250479,0.0147943210667036,0.0197556800414116,0.0159182703266629,-0.0158733491562901,0.0387408283164303,0.0116025537762203,0.0261079483140314,0.0317305453760728,0.0303630970250079,0.0258508150820362,0.0353093234723003,0.0286040237850544,0.0162992127758903,0.0184800201551973,0.0426003633847962,0.0200620853546187,0.0238660483261288,0.0213927572209931,0.0473695720732916,0.014638870748120002,0.0292585362466848,0.0104589595966731,-0.0069842808783837605,0.0130493369777209,0.0089844354348747,0.0193391369444749,0.0364491126777873,0.0106253553789353,0.000307644980122035,0.0114263638618719,0.0154930997951528,0.0191206638893249
15,2015-01-26,0.0169062856919218,0.0180428891055193,0.0173007735048829,-0.0059378449000369,0.00313593309699201,0.00671211713502018,0.0205025541505859,0.0201401075491185,0.0022785041844204396,-0.00892863074430128,0.002663117419484,0.00893204866548736,-0.00221707235831747,0.00589144641351069,0.0093999245998968,0.00985757473293036,0.0190906211415873,0.0195468701672841,0.00717270404203685,0.0168820699993493,0.008864065502664609,0.0208591598232535,0.0048827499538957,-0.000725110611134561,-0.00286412460975694,-0.0057254548075889,-0.00756624038331566,0.00671829604488039,0.007640664229813691,0.0133077731267575,0.0163922289691962,0.015977884983041,0.0075697572616944,0.0113178249326618,0.00245775853365648,0.004756371867328021,0.00424829527307313,0.007393895449302691
16,2015-01-27,-0.0211491680388405,-0.00762848662380478,-0.021571242628335,0.00175008795105658,0.0043258899471228,-0.009880396140740991,-0.0198844116490609,-0.0242172654630215,-0.00932202687689632,-0.0149087920695545,-0.00149713077951397,-0.0109849105616884,-0.0119761910467151,-0.00561011289076685,-0.0101266688179296,-0.026469432763994,-0.0149232806017734,0.00310612846799785,-0.0215546004726344,0.0,-0.0163899712030116,0.007120283246671909,-0.0105350035859821,-0.0113803387550186,-0.00304157044216335,-0.015518459768455001,-0.0129832558433653,-0.0210348271907899,-0.0232337035625827,0.00467986389109765,0.00762198811905934,-0.0063389951722365705,-0.0285848769782806,-0.0186617991884201,-0.009557649447722309,-0.035975102458278,-0.000471142529328006,-0.0109514076847415
17,2015-01-28,0.0066430206498115894,-0.00406229400887881,-0.0023463412957776,0.0052319617079748,0.00382958821309787,-0.0279223080643103,-0.009156578292410341,-0.00220229757093993,-0.0115526033806188,-0.0183744259954537,-0.00316798931064266,0.0152947156862298,0.0040758157096219,0.008961135294941691,0.00976676238971486,0.0064386101188103105,0.00446856792087669,0.0006889425005534019,0.0103615528340963,0.000631512493358688,0.00986618292105401,0.0133126476666074,-0.00808750851201978,0.0188959110578111,0.00337895236169317,0.0073947253640911405,0.00134252781499811,-0.00432030467145594,-0.027921459738347,0.0160003413464418,-0.00247077955212038,-0.0179440408155624,-0.00306780074941226,0.0174552838600794,0.00432767290578218,-0.0165676770116123,-0.0028315261957381197,-0.0028738091473687897
18,2015-01-29,0.006258910901533629,0.0152606193189087,-0.0139876804914563,0.00503167540288985,0.0106927477141223,0.00315291905961557,-0.00359235060281815,0.0118974477890665,0.0115526033806188,-0.00232072510748127,0.00466512009015663,0.0115695455501332,0.0079003753370932,0.0036176469119189,0.0065777908638957605,0.0213094589408587,0.0201772292859514,-0.0034494687532573604,0.0205225613720268,0.0159702783644917,0.0111577168706534,0.004656585829950989,-0.00120373171320765,0.00474036655827526,0.0075611550686876,0.00446312108669256,0.0032876741941914,0.005508835490315,0.00165608649497928,0.0037523496185505297,-0.0194068920987411,-0.0144793908484435,0.0292684127396701,0.0139862419747399,0.0150010466477184,0.0075264043207390295,-0.000236322818067958,0.004433985722457121
